Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Изделие.Вид номенклатуры;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
3660;021833;1;2021-01-26 15:22:46.738113;00-00004756;Болт М24-6gх90.8.8.Гл ГОСТ Р ИСО 4014-2013;37.85684861;36.759;0.0;0.0;0.0;ТРЕСТ КХМ АО;94/10-19  от 31.10.2019, Спецификация №6 от 30.09.2020;2020-10-16 00:00:00;0.0;2020-10-15 00:00:00;1.0;Анкерно-угловая опора 1У220-4+10 Проект: 3.407.2-145;К производству;Продукция;021833-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5030;021387;1;2021-01-26 15:22:46.738113;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.05252317;0.0;0.05252317;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126 от 17.09.2018, Спецификация №30 от 11.12.2020;2021-01-07 00:00:00;0.0;2021-01-03 00:00:00;1.0;"Опора анкерная (концевая) АО10ГИ-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Подставка повышающая";К производству;Продукция;021387-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.05252317
3659;021814;1;2021-01-26 15:22:46.738113;00-00011613;Шайба 20 ТД5 ГОСТ 6402-70;0.21009269;0.0;0.21009269;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №57 от 20.11.2020;0;0.0;2021-01-16 00:00:00;4.0;"Опора анкерная (концевая) АО10Г-8УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.002 ; Установка разъединителя";К производству;Продукция;021814-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.21009269
3658;021497;1;2021-01-26 15:22:46.738113;00000000406;Шайба 16 Гл ГОСТ 11371-78;96.52729145;213.728;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";"20С3450 от 14.12.2020, Спецификация №1 от 14.12.2020 (для ТПП ""Повнефтегаз"")";2020-12-20 00:00:00;0.0;2020-12-18 00:00:00;29.0;Промежуточная опора 1П110-6-3,2 Проект: 3.407.2-170;К производству;Продукция;021497-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5251;021706;1;2021-01-26 15:22:46.738113;00000000412;Шайба 16 Гл ГОСТ 6402-70;2.31101957;2.244;0.0;0.0;0.0;КОНТУР ООО;Договор № 82/10-17 от 13.10.2017, Спецификация №3 от 19.08.2020;2020-09-11 00:00:00;0.0;2020-09-09 00:00:00;3.0;Анкерно-угловая опора 1У110-3+10 Проект: 3.407.2-170;К производству;Продукция;021706-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3625;021348;1;2021-01-26 15:22:46.738113;00-00002229;Болт М30-6gх110.8.8.ТД4 ГОСТ Р ИСО 4014-2013;28.14830072;27.332;0.0;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №55 от 07.09.2020;2020-10-09 00:00:00;0.0;2020-09-22 00:00:00;2.0;"Опора анкерная (концевая) АО10ГИ-1М Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Оголовок ФС.530.1.1100";К производству;Продукция;021348-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3657;021767;1;2021-01-26 15:22:46.738113;00000000412;Шайба 16 Гл ГОСТ 6402-70;0.1884655;0.0;0.0;0.0;1.0;ВЕЛЕССТРОЙ ООО;ДКС/У3/000\2019-1714 от 07.02.2019, Спецификация №6 от 11.09.2020;0;0.0;0;1.0;Прожекторная мачта МПУ-21-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001;Закрыт;Продукция;021767-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
3655;021548;2;2021-01-26 15:22:46.738113;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;25.41503605;24.678;0.0;0.0;0.0;ВЧНГ АО;2322520/0743Д от 25.08.2020, Спецификация №1 от 25.08.2020;2020-10-10 00:00:00;0.0;2020-08-28 00:00:00;27.0;"Опора анкерная угловая АУО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНР-90-4 Пр";К производству;Продукция;021548-2;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3654;022092;1;2021-01-26 15:22:46.738113;00000006907;Шайба 30 Гл ГОСТ 11371-78;3.53450051;3.432;0.10250051000000004;0.0;0.0;ВЧНГ АО;2322520/0981Д от 11.11.2020, Спецификация №1 от 11.11.2020;2020-12-09 00:00:00;0.0;2020-12-03 00:00:00;2.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;Продукция;022092-1;0;1.0;0.0;0;0.0;0.0;0.10250051000000004;0.0;0.0;0.0
3653;022105;1;2021-01-26 15:22:46.738113;00000006907;Шайба 30 Гл ГОСТ 11371-78;1.76725026;0.0;0.0;0.0;0.0;РУДСТРОЙ ООО;92/10-19 от 28.10.2019, Спецификация №2 от 18.11.2020;2020-11-27 00:00:00;0.0;2020-11-26 00:00:00;2.0;"Опора анкерная (концевая) АО10ГИ-1М Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Установка разъединител";К производству;Продукция;022105-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3652;021548;3;2021-01-26 15:22:46.738113;00-00000886;Хомут по чертежу Х90-1 12.09Г2С-15.Гл ГОСТ К-ТП.10-110-00.07;32.4;0.0;0.0;0.0;0.0;ВЧНГ АО;2322520/0743Д от 25.08.2020, Спецификация №1 от 25.08.2020;2020-10-14 00:00:00;0.0;2020-08-28 00:00:00;27.0;"Опора анкерная угловая АУО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНР-90-4 Пр";К производству;Продукция;021548-3;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4872;021292;2;2021-01-26 15:22:46.738113;00-00008717;Изолятор ЛК 120/35-3 СП;84.0;0.0;0.0;0.0;0.0;ЛЭП-ЭНЕРГОСЕРВИС ООО;51/07-20 от 15.07.2020, Спецификация №1 от 15.07.2020;2020-10-31 00:00:00;0.0;2020-09-30 00:00:00;28.0;"Комплектная поставка   : Опора промежуточная ПГ35-1,35 для изолированного провода 150 мм2; П";К производству;Продукция;021292-2;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3651;021659;1;2021-01-26 15:22:46.738113;00000000030;Шайба 20 Гл ГОСТ 6402-70;6.97940268;6.777;0.0;0.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19 от 01.10.2019, Спецификация №8 от 12.08.2020;2020-09-08 00:00:00;0.0;2020-09-04 00:00:00;1.0;Анкерно-угловая опора У220-2+14 Проект: 3080тм;К производству;Продукция;021659-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4873;021358;1;2021-01-26 15:22:46.738113;00-00001002;Болт М16-6gх60.8.8.Гл ГОСТ Р ИСО 4014-2013;8.71632653;8.542;0.0;0.0;0.0;СОРОВСКНЕФТЬ ООО;СН/П/393/20/МТС/B640020/0401Д от 13.08.2020, Спецификация №1 от 13.08.2020;2020-12-09 00:00:00;0.0;2020-12-08 00:00:00;2.0;Анкерно-угловая опора 1У35-2+5 Проект: 3.407.2-170;К производству;Продукция;021358-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3649;021279;5;2021-01-26 15:22:46.738113;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;37.08341916;36.008;0.0;0.0;0.0;ЛЭП-ЭНЕРГОСЕРВИС ООО;51/07-20 от 15.07.2020, Спецификация №1 от 15.07.2020;2020-10-16 00:00:00;0.0;2020-09-05 00:00:00;28.0;"Комплектная поставка   : Опора промежуточная ПГ35-1,35 для изолированного провода 150 мм2 ;";К производству;Продукция;021279-5;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4874;022193;1;2021-01-26 15:22:46.738113;00-00001005;Гайка М16-6h.8.Гл ГОСТ ISO 4032-2014;2.86714727;0.0;2.86714727;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;11217(20)П от 02.03.2020, Спецификация №3 от 11.11.2020;2021-01-25 00:00:00;0.0;0;1.0;"Анкерно-угловая опора У35-2т+5 с тросостойкой Р7 для крепления молниеотвода Проект: 3078тм ;";К производству;Продукция;022193-1;0;1.0;0.0;0;0.0;0.0;2.86714727;0.0;0.0;0.0
5254;021292;2;2021-01-26 15:22:46.738113;00000000029;Шайба 24 Гл ГОСТ 11371-78;11.1884655;16.296;0.0;0.0;0.0;ЛЭП-ЭНЕРГОСЕРВИС ООО;51/07-20 от 15.07.2020, Спецификация №1 от 15.07.2020;2020-10-31 00:00:00;0.0;2020-09-30 00:00:00;28.0;"Комплектная поставка   : Опора промежуточная ПГ35-1,35 для изолированного провода 150 мм2; П";К производству;Продукция;021292-2;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3624;021196;1;2021-01-26 15:22:46.738113;00-00002239;Болт М24-6gх80.8.8.ТД4 ГОСТ Р ИСО 4014-2013;78.68177137;76.4;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-10-04 00:00:00;0.0;2020-09-21 00:00:00;2.0;Анкерно-угловая опора   1У330-2ту+15 Проект: 3.407.2-166 Проект: 18-54-01.1-302-КС;К производству;Продукция;021196-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3622;021175;1;2021-01-26 15:22:46.738113;00-00001948;Болт М20-6gх200.5.8.Гл ГОСТ Р ИСО 4014-2013;2736.37281153;2657.018;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №34 (1277) от 12.10.2020;2020-11-13 00:00:00;0.0;2020-11-10 00:00:00;26.0;Промежуточная опора 1П110-6-3,2 Проект: 3.407.2-170;К производству;Продукция;021175-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3621;021485;1;2021-01-26 15:22:46.738113;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.10504634;0.102;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №35 от 26.10.2020;2020-12-03 00:00:00;0.0;2020-11-24 00:00:00;2.0;"Опора анкерная угловая АУО10Г-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Оголовок   ОГ.С.530.3.500.";К производству;Продукция;021485-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3590;021850;1;2021-01-26 15:22:46.738113;00-00011612;Шайба 20 ТД5 ГОСТ 11371-78;109.05973223;0.0;109.05973223;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-15 00:00:00;0.0;2020-10-09 00:00:00;33.0;Промежуточная опора П110-4В Проект: 11520тм;К производству;Продукция;021850-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;2.821333769999999;106.23839846
3589;021545;1;2021-01-26 15:22:46.738113;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.41915551;0.407;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;Договор № 3392/У от 31.08.2020, Спецификация №1 от 31.08.2020;2020-10-07 00:00:00;0.0;2020-10-06 00:00:00;1.0;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 3-мя промежуточными площадками (ТС-1, ТС-2;К производству;Продукция;021545-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3588;021863;1;2021-01-26 15:22:46.738113;00-00011600;Болт М16-6gх50.8.8.ТД5 ГОСТ Р ИСО 4014-2013;12.05714286;0.0;12.05714286;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-21 00:00:00;0.0;2020-10-20 00:00:00;2.0;Анкерно-угловая опора У110-2+14 Проект: 3078тм;К производству;Продукция;021863-1;0;1.0;0.0;0;0.0;0.0;12.05714286;0.0;0.0;0.0
3587;021328;1;2021-01-26 15:22:46.738113;00000000415;Шайба 27 Гл ГОСТ 6402-70;121.67868177;0.0;0.0;0.0;0.0;ГРУППА РИТЭК АО;МК-1/07-19 от 25.07.2019, Спецификация №б/н от 09.07.2020;0;0.0;0;25.0;Подставка С62, H=5м Проект: 3081тм;Закрыт;Продукция;021328-1;0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0
3586;022091;1;2021-01-26 15:22:46.738113;00-00001089;Гайка М12-6h.8.Гл ГОСТ ISO 4032-2014;0.06591143;0.064;0.0019114299999999917;0.0;0.0;ВЧНГ АО;2322520/0981Д от 11.11.2020, Спецификация №1 от 11.11.2020;2020-12-11 00:00:00;0.0;2020-11-30 00:00:00;4.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.530.1.L.S.";К производству;Продукция;022091-1;0;1.0;0.0;0;0.0;0.0;0.0019114299999999917;0.0;0.0;0.0
3585;021486;1;2021-01-26 15:22:46.738113;00-00002762;Табличка 63х80 12Х18Н10Т;0.14;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №35 от 26.10.2020;2020-12-02 00:00:00;0.0;2020-12-01 00:00:00;7.0;"Опора анкерная (концевая) АО10Г-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;Продукция;021486-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3583;021551;1;2021-01-26 15:22:46.738113;00-00000886;Хомут по чертежу Х90-1 12.09Г2С-15.Гл ГОСТ К-ТП.10-110-00.07;26.4;0.0;0.0;0.0;0.0;ВЧНГ АО;2322520/0743Д от 25.08.2020, Спецификация №1 от 25.08.2020;2020-10-05 00:00:00;0.0;2020-09-05 00:00:00;22.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНР-90-2";К производству;Продукция;021551-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5262;00247;1;2021-01-26 15:22:46.738113;00-00001005;Гайка М16-6h.8.Гл ГОСТ ISO 4032-2014;52.75489186;0.0;52.75489186;0.0;0.0;0;0;0;0.0;0;1.0;Полуфабрикат метизы;К производству;Допоставка;00247-1;0;1.0;0.0;0;0.0;0.0;52.75489186;0.0;0.0;0.0
3581;021401;1;2021-01-26 15:22:46.738113;00000000659;Шайба 20 Гл ГОСТ 11371-78;6.60968074;6.418;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";"20С3450 от 14.12.2020, Спецификация №1 от 14.12.2020 (для ТПП ""Повнефтегаз"")";2021-01-03 00:00:00;0.0;2020-12-18 00:00:00;2.0;Промежуточная опора П110-4В Проект: 11520тм;К производству;Продукция;021401-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3591;021852;1;2021-01-26 15:22:46.738113;00-00011613;Шайба 20 ТД5 ГОСТ 6402-70;101.07312049;0.0;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-22 00:00:00;0.0;2020-10-22 00:00:00;11.0;Анкерно-угловая опора У110-4 Проект: 3078тм;К производству;Продукция;021852-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3578;022241;1;2021-01-26 15:22:46.738113;00-00011602;Болт М20-6gх200.5.8.ТД5 ГОСТ Р ИСО 4014-2013;58.98352214;0.0;58.98352214;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №февраль от 01.12.2020;2021-01-16 00:00:00;0.0;2021-01-14 00:00:00;1.0;Анкерно-угловая опора У110-2 Проект: 3078тм;К производству;Продукция;022241-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;58.98352214
3576;021296;1;2021-01-26 15:22:46.738113;00000000030;Шайба 20 Гл ГОСТ 6402-70;1.99588054;1.989;0.0;0.0;0.0;ЛЭП-ЭНЕРГОСЕРВИС ООО;51/07-20 от 15.07.2020, Спецификация №1 от 15.07.2020;2020-11-03 00:00:00;0.0;2020-11-02 00:00:00;38.0;"Комплектная поставка   : Опора анкерная АО35ГИ-1 для изолированного провода; Подвеска поддер";К производству;Продукция;021296-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3574;021833;1;2021-01-26 15:22:46.738113;00-00006388;Болт М24-6gх95.8.8.Гл ГОСТ Р ИСО 4014-2013;5.62821833;5.465;0.0;0.0;0.0;ТРЕСТ КХМ АО;94/10-19  от 31.10.2019, Спецификация №6 от 30.09.2020;2020-10-16 00:00:00;0.0;2020-10-15 00:00:00;1.0;Анкерно-угловая опора 1У220-4+10 Проект: 3.407.2-145;К производству;Продукция;021833-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3573;021196;1;2021-01-26 15:22:46.738113;00-00002775;Болт М20-6gх75.8.8.ТД4 ГОСТ Р ИСО 4014-2013;30.22451081;29.348;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-10-04 00:00:00;0.0;2020-09-21 00:00:00;2.0;Анкерно-угловая опора   1У330-2ту+15 Проект: 3.407.2-166 Проект: 18-54-01.1-302-КС;К производству;Продукция;021196-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3572;021191;1;2021-01-26 15:22:46.738113;00000006781;Шайба 16 ТД4 ГОСТ 6402-70;6.16374871;5.985;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-09-06 00:00:00;0.0;2020-09-04 00:00:00;3.0;Анкерно-угловая опора   1У220-4у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021191-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3571;022099;1;2021-01-26 15:22:46.738113;00-00001952;Болт М24-6gх80.8.8.Гл ГОСТ Р ИСО 4014-2013;58.80432544;0.0;58.80432544;0.0;0.0;ГЭМ-САХА ООО;88/11-20 от 06.11.2020, Спецификация №1 от 27.11.2020;2020-12-08 00:00:00;0.0;2020-12-07 00:00:00;1.0;Анкерно-угловая опора У110-1 Проект: 3078тм;К производству;Продукция;022099-1;0;1.0;0.0;0;0.0;0.0;58.80432544;0.0;0.0;0.0
3570;021696;1;2021-01-26 15:22:46.738113;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.0;0.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19 от 01.10.2019, Спецификация №9 от 24.08.2020;2020-09-16 00:00:00;0.0;2020-09-09 00:00:00;1.0;Анкерно-угловая опора У110-2+9 Проект: 3078тм;К производству;Продукция;021696-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3569;021279;5;2021-01-26 15:22:46.738113;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;79.04016478;0.0;0.0;0.0;0.0;ЛЭП-ЭНЕРГОСЕРВИС ООО;51/07-20 от 15.07.2020, Спецификация №1 от 15.07.2020;2020-10-16 00:00:00;0.0;2020-09-05 00:00:00;28.0;"Комплектная поставка   : Опора промежуточная ПГ35-1,35 для изолированного провода 150 мм2 ;";К производству;Продукция;021279-5;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3568;021777;1;2021-01-26 15:22:46.738113;00-00000767;Карабин DIN 5299С 7х70;0.012;0.0;0.0;0.0;1.0;ВЕЛЕССТРОЙ ООО;ДКС/У3/000\2019-1714 от 07.02.2019, Спецификация №6 от 11.09.2020;0;0.0;0;1.0;Прожекторная мачта МПУ-21-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001;Закрыт;Продукция;021777-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
4884;021309;1;2021-01-26 15:22:46.738113;00000000406;Шайба 16 Гл ГОСТ 11371-78;1.11740474;1.085;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;Договор № 3392/У от 31.08.2020, Спецификация №1 от 31.08.2020;2020-09-02 00:00:00;0.0;2020-08-31 00:00:00;1.0;Портал ячейковый ПСЛ-110Я4С Проект: 3.407.2-162 16250-С129-АС;К производству;Продукция;021309-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4882;021279;5;2021-01-26 15:22:46.738113;00-00001953;Гайка М24-6h.8.Гл ГОСТ ISO 4032-2014;42.53347065;41.3;0.0;0.0;0.0;ЛЭП-ЭНЕРГОСЕРВИС ООО;51/07-20 от 15.07.2020, Спецификация №1 от 15.07.2020;2020-10-16 00:00:00;0.0;2020-09-05 00:00:00;28.0;"Комплектная поставка   : Опора промежуточная ПГ35-1,35 для изолированного провода 150 мм2 ;";К производству;Продукция;021279-5;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3666;021174;1;2021-01-26 15:22:46.738113;00000000406;Шайба 16 Гл ГОСТ 11371-78;2.14212152;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №34 (1277) от 12.10.2020;2020-11-07 00:00:00;0.0;2020-11-07 00:00:00;1.0;"Анкерно-угловая опора 1У110-4 Проект: 3.407.2-170 ; Молниеотвод Н=8м Проект: 3.407.2-170";К производству;Продукция;021174-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3593;021760;1;2021-01-26 15:22:46.738113;00-00005384;Болт М20-6gх100.8.8.Гл ГОСТ Р ИСО 4014-2013;1.29660144;0.0;0.0;0.0;1.0;ВЕЛЕССТРОЙ ООО;ДКС/У3/000\2019-1714 от 07.02.2019, Спецификация №6 от 11.09.2020;0;0.0;0;1.0;Прожекторная мачта МПУ-21-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001;Закрыт;Продукция;021760-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
3595;021179;1;2021-01-26 15:22:46.738113;00-00001001;Болт М16-6gх55.8.8.Гл ГОСТ Р ИСО 4014-2013;13.38979592;0.0;0.0;0.0;0.0;ЭНЕРГОТЕХНОЛОГИИ ООО ПКФ;32/05-20 от 26.06.2020, Спецификация №1 от 26.06.2020;2020-09-09 00:00:00;0.0;2020-09-08 00:00:00;3.0;"Опора промежуточная двухцепная 2ПГ35/110-2,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Подст";К производству;Продукция;021179-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4879;021894;1;2021-01-26 15:22:46.738113;00-00000401;Пробойник_СП-21;11.52;0.0;11.52;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-29 00:00:00;0.0;2020-10-09 00:00:00;20.0;Промежуточная опора П110-4В Проект: 11520тм;К производству;Продукция;021894-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;11.52
3619;022112;1;2021-01-26 15:22:46.738113;00-00001953;Гайка М24-6h.8.Гл ГОСТ ISO 4032-2014;2.02471679;1.966;0.0;0.0;0.0;РУДСТРОЙ ООО;92/10-19 от 28.10.2019, Спецификация №2 от 18.11.2020;2020-12-05 00:00:00;0.0;2020-12-02 00:00:00;1.0;Комплектная поставка    анкерно-угловой (№28) опоры КП/ОТСф-9/Фл.425-Мц325-8/Кп-0,2-1,0/1хПр;К производству;Продукция;022112-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3618;022106;1;2021-01-26 15:22:46.738113;00000000410;Шайба 6 Гл ГОСТ 11371-78;0.00514933;0.005;0.0;0.0;0.0;РУДСТРОЙ ООО;92/10-19 от 28.10.2019, Спецификация №2 от 18.11.2020;2020-12-05 00:00:00;0.0;2020-12-02 00:00:00;1.0;Комплектная поставка   ответвительной опоры (№2) КП/ОТСф-9/Фл.425-Мц325-8/Кп-0,2-1,0/1хПр01+;К производству;Продукция;022106-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3617;021175;1;2021-01-26 15:22:46.738113;00-00002762;Табличка 63х80 12Х18Н10Т;0.52;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №34 (1277) от 12.10.2020;2020-11-13 00:00:00;0.0;2020-11-10 00:00:00;26.0;Промежуточная опора 1П110-6-3,2 Проект: 3.407.2-170;К производству;Продукция;021175-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3616;02601;1;2021-01-26 15:22:46.738113;00000000406;Шайба 16 Гл ГОСТ 11371-78;15.5015448;15.052;0.0;0.0;0.0;СЛАВНЕФТЬ-КРАСНОЯРСКНЕФТЕГАЗ ООО;Договор № В040920/0372Д  от 20.03.2020, Спецификация №1 от 20.03.2020;2020-10-05 00:00:00;0.0;2020-10-05 00:00:00;2.0;Концевая опора К220-2 (без подставки) Проект: 3.407-95;К производству;Продукция;02601-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
3615;021823;1;2021-01-26 15:22:46.738113;00-00005694;Гайка М20-6h.5.Гл ГОСТ ISO 4032-2014;25.89804325;0.0;0.0;0.0;1.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19 от 01.10.2019, Спецификация №12 от 18.09.2020;0;0.0;0;1.0;Анкерно-угловая опора У110-2П+14 Проект: 3078тм;Закрыт;Продукция;021823-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
4880;021875;1;2021-01-26 15:22:46.738113;00-00011687;Болт по чертежу М42х420.09Г2С-6.ТД5 Чертёж 13082тм-т1;169.6;0.0;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-17 00:00:00;0.0;2020-10-16 00:00:00;8.0;Ростверк Р6-24/20/20-4 Проект: 13082тм;К производству;Продукция;021875-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
